,Text,Label
1728,It's a sad movie but very good.,1
1729,If you have not seen this movie I definitely recommend it!,1
1730,She is as lovely as usual this cutie!,1
1731,Still it's quite interesting and entertaining to follow.,1
1732,;) Recommend with confidence!,1
1733,This movie is well-balanced with comedy and drama and I thoroughly enjoyed myself.,1
1734,It was a riot to see Hugo Weaving play a sex-obsessed gay real estate salesman who uses his clients' houses for his trysts with the flaming Darren (Tom Hollander).,1
1735,:) Anyway the plot flowed smoothly and the male-bonding scenes were a hoot.,1
1736,The opening sequence of this gem is a classic and the cat n mouse games that follow are a delight to watch.,1
1737,Fans of the genre will be in heaven.,1
1738,Lange had become a great actress.,1
1739,It looked like a wonderful story.,1
1740,I never walked out of a movie faster.,0
1741,I just got bored watching Jessice Lange take her clothes off!,0
1742,Unfortunately any virtue in this film's production work was lost on a regrettable script.,0
1743,In a word it is embarrassing.,0
1744,Exceptionally bad!,0
1745,All in all its an insult to one's intelligence and a huge waste of money.,0
1746,Wow... Loved this place.,1
1747,Crust is not good.,0
1748,Not tasty and the texture was just nasty.,0
1749,Stopped by during the late May bank holiday off Rick Steve recommendation and loved it.,1
1750,The selection on the menu was great and so were the prices.,1
1751,Now I am getting angry and I want my damn pho.,0
1752,Honeslty it didn't taste THAT fresh.),0
1753,The potatoes were like rubber and you could tell they had been made up ahead of time being kept under a warmer.,0
1754,The fries were great too.,1
1755,A great touch.,1
1756,Service was very prompt.,1
1757,Would not go back.,0
1758,The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.,0
1759,I tried the Cape Cod ravoli chickenwith cranberry...mmmm!,1
1760,I was disgusted because I was pretty sure that was human hair.,0
1761,I was shocked because no signs indicate cash only.,0
1762,Highly recommended.,1
1763,Waitress was a little slow in service.,0
1764,This place is not worth your time let alone Vegas.,0
1765,did not like at all.,0
1766,The Burrittos Blah!,0
1767,The food amazing.,1
1768,Service is also cute.,1
1769,I could care less... The interior is just beautiful.,1
1770,So they performed.,1
1771,That's right....the red velvet cake.....ohhh this stuff is so good.,1
1772,- They never brought a salad we asked for.,0
1773,This hole in the wall has great Mexican street tacos and friendly staff.,1
1774,Took an hour to get our food only 4 tables in restaurant my food was Luke warm Our sever was running around like he was totally overwhelmed.,0
1775,The worst was the salmon sashimi.,0
1776,Also there are combos like a burger fries and beer for 23 which is a decent deal.,1
1777,This was like the final blow!,0
1778,I found this place by accident and I could not be happier.,1
1779,seems like a good quick place to grab a bite of some familiar pub food but do yourself a favor and look elsewhere.,0
1780,Overall I like this place a lot.,1
1781,The only redeeming quality of the restaurant was that it was very inexpensive.,1
1782,Ample portions and good prices.,1
1783,Poor service the waiter made me feel like I was stupid every time he came to the table.,0
1784,My first visit to Hiro was a delight!,1
1785,Service sucks.,0
1786,The shrimp tender and moist.,1
1787,There is not a deal good enough that would drag me into that establishment again.,0
1788,Hard to judge whether these sides were good because we were grossed out by the melted styrofoam and didn't want to eat it for fear of getting sick.,0
1789,On a positive note our server was very attentive and provided great service.,1
1790,Frozen pucks of disgust with some of the worst people behind the register.,0
1791,The only thing I did like was the prime rib and dessert section.,1
1792,It's too bad the food is so damn generic.,0
1793,The burger is good beef cooked just right.,1
1794,If you want a sandwich just go to any Firehouse!!!!!,1
1795,My side Greek salad with the Greek dressing was so tasty and the pita and hummus was very refreshing.,1
1796,We ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.,1
1797,He came running after us when he realized my husband had left his sunglasses on the table.,1
1798,Their chow mein is so good!,1
1799,They have horrible attitudes towards customers and talk down to each one when customers don't enjoy their food.,0
1800,The portion was huge!,1
1801,Loved it...friendly servers great food wonderful and imaginative menu.,1
1802,The Heart Attack Grill in downtown Vegas is an absolutely flat-lined excuse for a restaurant.,0
1803,Not much seafood and like 5 strings of pasta at the bottom.,0
1804,The salad had just the right amount of sauce to not over power the scallop which was perfectly cooked.,1
1805,The ripped banana was not only ripped but petrified and tasteless.,0
1806,At least think to refill my water before I struggle to wave you over for 10 minutes.,0
1807,This place receives stars for their APPETIZERS!!!,1
1808,The cocktails are all handmade and delicious.,1
1809,We'd definitely go back here again.,1
1810,We are so glad we found this place.,1
1811,Great food and service huge portions and they give a military discount.,1
1812,Always a great time at Dos Gringos!,1
1813,Update.....went back for a second time and it was still just as amazing,1
1814,We got the food and apparently they have never heard of salt and the batter on the fish was chewy.,0
1815,A great way to finish a great.,1
1816,The deal included 5 tastings and 2 drinks and Jeff went above and beyond what we expected.,1
1817,- Really really good rice all the time.,1
1818,The service was meh.,0
1819,It took over 30 min to get their milkshake which was nothing more than chocolate milk.,0
1820,I guess I should have known that this place would suck because it is inside of the Excalibur but I didn't use my common sense.,0
